Date|State|Office|District|Candidate|Party|Votes
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Shmuley Boteach|Republican|55091
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Bill Pascrell, Jr.|Democrat|162822
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Jeanette Woolsey|Constitution|1082
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|E. David Smith|Abundant America|1138
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Brian C. Kelemen|Republican|24271
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Donald M. Payne, Jr.|Democrat|201435
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Mick Erickson|Libertarian|1227
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Joanne Miller|Change, Change, Change|3127
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|11|Rodney P. Frelinghuysen|Republican|182237
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|11|John Arvanites|Democrat|123897
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|11|Barry Berlin|Opposing Congressional Gridlock|3725
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Eric A. Beck|Republican|80906
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Rush D. Holt|Democrat|189926
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Jack Freudenheim|Independent|2261
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Kenneth J. Cody|Truth Vision Hope|1285
11/6/2012|NEW MEXICO|FOR PRESIDENTIAL ELECTORS|||Republican|335788
11/6/2012|NEW MEXICO|FOR PRESIDENTIAL ELECTORS|||Democratic|415335
11/6/2012|NEW MEXICO|FOR PRESIDENTIAL ELECTORS|||Libertarian|27788
11/6/2012|NEW MEXICO|FOR PRESIDENTIAL ELECTORS|||Green|2691
11/6/2012|NEW MEXICO|FOR PRESIDENTIAL ELECTORS|||New Mexico Independent|1174
11/6/2012|NEW MEXICO|FOR PRESIDENTIAL ELECTORS|||Constitution|982
11/6/2012|NEW MEXICO|FOR UNITED STATES SENATOR||Heather A. Wilson|Republican|351260
11/6/2012|NEW MEXICO|FOR UNITED STATES SENATOR||Martin Heinrich|Democrat|395717
11/6/2012|NEW MEXICO|FOR UNITED STATES SENATOR||Jon R. Barrie|Independent American|28199
11/6/2012|NEW MEXICO|FOR UNITED STATES SENATOR||Robert L. Anderson|Write-in (Independent)|617
11/6/2012|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|1|Janice E. Arnold-Jones|Republican|112473
11/6/2012|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|1|Michelle Lujan Grisham|Democrat|162924
11/6/2012|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|1|Jeanne Pahls|Write-in (Green)|459
11/6/2012|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|2|Stevan Pearce|Republican|133180
11/6/2012|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|2|Evelyn Madrid Erhard|Democrat|92162
11/6/2012|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|2|Jack A. McGrann|Write-in (Independent)|173
11/6/2012|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|3|Jefferson L. Byrd|Republican|97616
11/6/2012|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|3|Ben Ray Luján|Democrat|167103
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Republican|2223397
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Democratic|4324228
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Conservative (Republican Party Candidate)|262035
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Working Families (Democratic Party Candidate)|147643
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Green|39856
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Libertarian|47092
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Constitution|6270
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Socialism and Liberation|2039
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Blank/Void/Scattering|63881
11/6/2012|NEW YORK|FOR PRESIDENTIAL ELECTORS|||Write-in|343
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||Wendy Long|Republican|1514647
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||Wendy Long|Conservative|240819
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||Kirsten E. Gillibrand|Democrat|4420043
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||Kirsten E. Gillibrand|Working Families|250580
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||Kirsten E. Gillibrand|Independence|138255
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||Colia Clark|Green|42442
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||Chris Edes|Libertarian|31894
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||John Mangelli|Common Sense|21985
11/6/2012|NEW YORK|FOR UNITED STATES SENATOR||Blank/Void/Scattering||455963
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Randy Altschuler|Republican|106678
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Randy Altschuler|Conservative|20053
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Randy Altschuler|Independence|4919
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Timothy H. Bishop|Democrat|134205
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Timothy H. Bishop|Working Families|10993
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Blank/Void/Scattering||17730
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Peter T. King|Republican, Tax Revolt|116083
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Peter T. King|Conservative|19465
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Peter T. King|Independence|6402
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Vivianne C. Falcone|Democrat|93375
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Vivianne C. Falcone|Working Families|6580
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Blank/Void/Scattering||29927
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Stephen A. Labate|Republican, Tax Revolt|98455
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Stephen A. Labate|Conservative|14566
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Steve Israel|Democrat|146016
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Steve Israel|Working Families|6491
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Steve Israel|Independence|5095
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Michael McDermott|Libertarian|1641
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Anthony Tolda|Constitution|366
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Blank/Void/Scattering||33644
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Francis X. Becker, Jr.|Republican|84982
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Francis X. Becker, Jr.|Tax Revolt|711
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Carolyn McCarthy|Democrat|152590
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Carolyn McCarthy|Working Families|7472
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Carolyn McCarthy|Independence|3893
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Frank J. Scaturro|Conservative|15603
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Blank/Void/Scattering||34233
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|5|Allan W. Jennings, Jr.|Republican|17875
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|5|Gregory W. Meeks|Democrat|167835
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|5|Catherine Wark|Libertarian|1345
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|5|Blank/Void/Scattering||37453
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Daniel J. Halloran|Republican|45992
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Conservative|Libertarian|4853
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Grace Meng|Democrat|107505
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Grace Meng|Working Families|3994
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Evergreen C. Chou|Green|1913
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Blank/Void/Scattering||22675
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|Nydia M. Velázquez|Democrat|132456
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|Nydia M. Velázquez|Working Families|8866
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|James Murray|Conservative|7811
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|Blank/Void/Scattering||29692
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Alan S. Bellone|Republican|15841
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Alan S. Bellone|Conservative|1809
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Hakeem S. Jeffries|Democrat|178687
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Hakeem S. Jeffries|Working Families|5351
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Colin M. Beavan|Green|2441
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Blank/Void/Scattering||32163
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Daniel J. Cavanagh|Republican|20899
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Daniel J. Cavanagh|Conservative|3265
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Yvette D. Clarke|Democrat|178168
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Yvette D. Clarke|Working Families|7973
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Vivia M. Morgan|Green|2991
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Blank/Void/Scattering||25661
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Michael W. Chan|Republican|35440
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Michael W. Chan|Conservative|3871
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Jerrold Nadler|Democrat|155908
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Jerrold Nadler|Working Families|9092
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Blank/Void/Scattering||32012
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Michael G. Grimm|Republican|91030
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Michael G. Grimm|Conservative|12088
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Mark S. Murphy|Democrat|87718
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Mark S. Murphy|Working Families|4710
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Henry J. Bardel|Green|1939
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Blank/Void/Scattering||17270
11/6/2012|NEW YORK|FOR UNITED STATES REPRESENTATIVE|12|Christopher R. Wight|Republican|41969
