Date|State|Office|District|Candidate|Party|Votes
11/2/2010|CALIFORNIA|FOR UNITED STATES REPRESENTATIVE|52|Michael Benoit|Libertarian|10732
11/2/2010|CALIFORNIA|FOR UNITED STATES REPRESENTATIVE|53|Michael Crimmins|Republican|57230
11/2/2010|CALIFORNIA|FOR UNITED STATES REPRESENTATIVE|53|Susan A. Davis|Democrat|104800
11/2/2010|CALIFORNIA|FOR UNITED STATES REPRESENTATIVE|53|Paul Dekker|Libertarian|6298
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Ken Buck|Republican|822731
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Michael F. Bennet|Democrat|851590
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Maclyn "Mac" Stringer|Libertarian|22589
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Bob Kinsey|Green|38768
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Jason Napolitano|Independent Reform|19415
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Charley Miller|Unaffiliated|11330
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||J. Moromisato|Unaffiliated|5767
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Robert Rank|Write-in|67
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Michele M. Newman|Write-in|19
11/2/2010|COLORADO|FOR UNITED STATES SENATOR||Bruce E. Lohmiller|Write-in|10
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|1|Mike Fallon|Republican|59747
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|1|Diana DeGette|Democrat|140073
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|1|Clint Jones|Libertarian|2867
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|1|Gary Swing|Green|2923
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|1|Chris Styskal|American Constitution|2141
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|2|Stephen Bailey|Republican|98171
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|2|Jared Polis|Democrat|148720
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|2|Curtis Harris|Libertarian|5056
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|2|Jenna Goss|American Constitution|7080
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|2|Henry Raibourn|Write-in|7
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|3|Scott R. Tipton|Republican|129257
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|3|John T. Salazar|Democrat|118048
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|3|Gregory Gilman|Libertarian|5678
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|3|Jake Segrest|Unaffiliated|4982
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|3|John W. Hargis, Sr.|Write-in|23
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|3|James Fritz|Write-in|11
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|4|Cory Gardner|Republican|138634
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|4|Betsy Markey|Democrat|109249
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|4|Doug Aden|American Constitution|12312
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|4|Ken "Wasko" Waszkiewicz|Unaffiliated|3986
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|5|Doug Lamborn|Republican|152829
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|5|Kevin Bradley|Democrat|68039
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|5|Jerell Klaver|Libertarian|5680
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|5|Brian "Barron X" Scott|American Constitution|5886
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|6|Mike Coffman|Republican|217368
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|6|John Flerlage|Democrat|104104
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|6|Rob McNealy|Libertarian|9466
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|6|Michael Shawn Kearns|Write-in|5
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|7|Ryan Frazier|Republican|88026
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|7|Ed Perlmutter|Democrat|112667
11/2/2010|COLORADO|FOR UNITED STATES REPRESENTATIVE|7|Buck Bailey|Libertarian|10117
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Linda E. McMahon|Republican|498341
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Richard Blumenthal|Democrat|605204
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Working Families||30836
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Warren B. Mosler|Independent|11275
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||John Mertens|Connecticut for Lieberman|6735
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Brian K. Hill|Write-in|559
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Jeff Russell|Write-in|45
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Todd Vachon|Write-in|45
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Carl E. Vassar|Write-in|31
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Jay J. Giles|Write-in|17
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||John Traceski|Write-in|15
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Matthew Coleman|Write-in|7
11/2/2010|CONNECTICUT|FOR UNITED STATES SENATOR||Dave Olszta|Write-in|5
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|Ann Brickley|Republican|84076
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|John B. Larson|Democrat|130538
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|John B. Larson|Working Families|7902
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|Kenneth J. Krayeske|Green|2564
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|Christopher J. Hutchinson|Socialist Action|955
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|Daniel J. Stepanek|Write-in|3
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Janet Peckinpaugh|Republican|95671
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Joe Courtney|Democrat|140888
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Joe Courtney|Working Families|6860
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|G. Scott Deshefy|Green|3344
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Daniel Reale|Write-in|27
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Muriel P. Bianchi|Write-in|19
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Jerry Labriola, Jr.|Republican|74107
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Rosa L. DeLauro|Democrat|134544
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Rosa L. DeLauro|Working Families|9021
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Charles A. Pillsbury|Green|2984
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Boaz Itshaky|Write-in|5
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|4|Dan Debicella|Republican|102030
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|4|James A. Himes|Democrat|110746
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|4|James A. Himes|Working Families|4605
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|4|Eugene Flanagan|Write-in|10
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Sam S. F. Caligiuri|Republican|102092
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Sam S. F. Caligiuri|Independent|2310
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Christopher S. Murphy|Democrat|118231
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Christopher S. Murphy|Working Families|4648
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|John Pistone|Write-in|20
11/2/2010|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Elmon Smith|Write-in|2
11/2/2010|DELAWARE|FOR UNITED STATES SENATOR||Christine O’Donnell|Republican|123053
11/2/2010|DELAWARE|FOR UNITED STATES SENATOR||Christopher A. Coons|Democrat|174012
11/2/2010|DELAWARE|FOR UNITED STATES SENATOR||Glenn A. Miller|Independent Party of Delaware|8201
11/2/2010|DELAWARE|FOR UNITED STATES SENATOR||James W. Rash, Jr.|Libertarian|2101
11/2/2010|DELAWARE|FOR UNITED STATES SENATOR||Maurice F. Bourgeois|Write-in|25
11/2/2010|DELAWARE|FOR UNITED STATES SENATOR||Samtra Devard|Write-in|10
11/2/2010|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Glen Urquhart|Republican|125442
11/2/2010|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|John C. Carney, Jr.|Democrat|173543
11/2/2010|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Earl R. Lofland|Independent Party of Delaware|3704
11/2/2010|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Brent A. Wangen|Libertarian|1986
11/2/2010|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Jeffrey Brown|Blue Enigma|961
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Marco Rubio|Republican|2645743
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Kendrick B. Meek|Democrat|1092936
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Alexander Andrew Snitker|Libertarian|24850
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Bernie DeCastro|Constitution Party of Florida|4792
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Charlie Crist|No Party Affiliation|1607549
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Sue Askeland|No Party Affiliation|15340
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Rick Tyler|No Party Affiliation|7397
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Lewis Jerome Armstrong|No Party Affiliation|4443
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Bobbie Bean|No Party Affiliation|4301
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Bruce Ray Riggs|No Party Affiliation|3647
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Piotr Blass|Write-in|47
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Richard Lock|Write-in|18
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Belinda Gail Quarterman-Noah|Write-in|18
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||George Drake|Write-in|13
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Robert Monroe|Write-in|6
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Howard Knepper|Write-in|4
11/2/2010|FLORIDA|FOR UNITED STATES SENATOR||Carol Ann Joyce LaRosa|Write-in|2
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|1|Jeff Miller|Republican|170821
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|1|Joe Cantrell|No Party Affiliation|23250
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|1|John Krause|No Party Affiliation|18253
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|1|Jim Bryan|Write-in|1202
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|2|Steve Southerland|Republican|136371
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|2|Allen Boyd|Democrat|105211
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|2|Paul C. McKain|No Party Affiliation|7135
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|2|Dianne Berryhill|No Party Affiliation|5705
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|2|Ray Netherwood|Write-in|16
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|3|Michael "Mike" Yost|Republican|50932
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|3|Corrine Brown|Democrat|94744
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|3|Terry Martin-Back|No Party Affiliation|4625
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|4|Ander Crenshaw|Republican|178238
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|4|Troy D. Stanley|No Party Affiliation|52540
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|4|Deborah "Deb" Katz Pueschel|Write-in|40
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|4|Gary L. Koniz|Write-in|27
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|5|Richard B. "Rich" Nugent|Republican|208815
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|5|James "Jim" Piccillo|Democrat|100858
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|6|Cliff Stearns|Republican|179349
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|6|Steve Schonberg|No Party Affiliation|71632
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|7|John L. Mica|Republican|185470
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|7|Heather Beaven|Democrat|83206
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|8|Daniel Webster|Republican|123586
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|8|Alan Grayson|Democrat|84167
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|8|Peg Dunmire|Tea Party|8337
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|8|George L. Metcalfe|No Party Affiliation|4143
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|8|Steven J. Gerritzen|Write-in|11
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|9|Gus M. Bilirakis|Republican|165433
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|9|Anita de Palma|Democrat|66158
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|10|C. W. Bill Young|Republican|137943
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|10|Charlie Justice|Democrat|71313
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|11|Mike Prendergast|Republican|61817
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|11|Kathy Castor|Democrat|91328
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|12|Dennis A. Ross|Republican|102704
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|12|Lori Edwards|Democrat|87769
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|12|Randy Wilkinson|Tea Party|22857
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|13|Vern Buchanan|Republican|183811
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|13|James T. Golden|Democrat|83123
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|14|Connie Mack|Republican|188341
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|14|James Lloyd Roach|Democrat|74525
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|14|William Maverick St. Claire|No Party Affiliation|11825
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|15|Bill Posey|Republican|157079
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|15|Shannon Roberts|Democrat|85595
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|16|Thomas J. Rooney|Republican|162285
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|16|Jim Horn|Democrat|80327
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|16|William Dean|Write-in|151
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|17|Frederica S. Wilson|Democrat|106361
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|17|Roderick D. Vereen|No Party Affiliation|17009
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|18|Ileana Ros-Lehtinen|Republican|102360
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|18|Rolando A. Banciella|Democrat|46235
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|19|Joe Budd|Republican|78733
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|19|Theodore E. Deutch|Democrat|132098
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|19|Stan Smilan|Write-in|228
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|20|Karen Harrington|Republican|63845
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|20|Debbie Wasserman Schultz|Democrat|100787
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|20|Stanley Blumenthal|No Party Affiliation|1663
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|20|Robert Kunst|No Party Affiliation|1272
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|20|Clayton Schock|Write-in|3
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|21|Mario Diaz-Balart|Republican|-1
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|22|Allen West|Republican|118890
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|22|Ron Klein|Democrat|99804
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|23|Bernard Sansaricq|Republican|26414
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|23|Alcee L. Hastings|Democrat|100066
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|24|Sandra "Sandy" Adams|Republican|146129
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|24|Suzanne M. Kosmas|Democrat|98787
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|24|Nicholas Ruiz III|Write-in|115
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|25|David Rivera|Republican|74859
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|25|Joe Garcia|Democrat|61138
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|25|Roly Arrojo|Tea Party|4312
11/2/2010|FLORIDA|FOR UNITED STATES REPRESENTATIVE|25|Craig Porter|Florida Whig Party|3244
11/2/2010|GEORGIA|FOR UNITED STATES SENATOR||Johnny Isakson|Republican|1489904
11/2/2010|GEORGIA|FOR UNITED STATES SENATOR||Michael "Mike" Thurmond|Democrat|996516
11/2/2010|GEORGIA|FOR UNITED STATES SENATOR||Chuck Donovan|Libertarian|68750
11/2/2010|GEORGIA|FOR UNITED STATES SENATOR||Steve Davis|Write-in|52
11/2/2010|GEORGIA|FOR UNITED STATES SENATOR||Raymond Beckworth|Write-in|24
11/2/2010|GEORGIA|FOR UNITED STATES SENATOR||Brian Russell Brown|Write-in|12
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|1|Jack Kingston|Republican|117270
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|1|Oscar L. Harris II|Democrat|46449
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|2|Mike Keown|Republican|81673
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|2|Sanford D. Bishop, Jr.|Democrat|86520
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|3|Lynn A. Westmoreland|Republican|168304
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|3|Frank Saunders|Democrat|73932
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|3|Jagdish Agrawal|Write-in|3
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|4|Lisbeth "Liz" Carter|Republican|44707
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|4|Henry C. "Hank" Johnson, Jr.|Democrat|131760
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|5|Fenn Little|Republican|46622
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|5|John Lewis|Democrat|130782
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|6|Tom Price|Republican|198100
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|6|Sean Greenberg|Write-in|188
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|7|Rob Woodall|Republican|160898
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|7|Doug Heckman|Democrat|78996
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|8|Austin Scott|Republican|102770
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|8|Jim Marshall|Democrat|92250
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|9|Tom Graves|Republican|173512
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|10|Paul C. Broun|Republican|138062
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|10|Russell Edwards|Democrat|66905
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|11|Phil Gingrey|Republican|163515
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|12|Raymond McKinney|Republican|70938
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|12|John Barrow|Democrat|92459
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|13|Mike Crane|Republican|61771
11/2/2010|GEORGIA|FOR UNITED STATES REPRESENTATIVE|13|David Scott|Democrat|140294
11/2/2010|HAWAII|FOR UNITED STATES SENATOR||Cam Cavasso|Republican|79939
11/2/2010|HAWAII|FOR UNITED STATES SENATOR||Daniel K. Inouye|Democrat|277228
11/2/2010|HAWAII|FOR UNITED STATES SENATOR||Jim Brewer|Green|7762
11/2/2010|HAWAII|FOR UNITED STATES SENATOR||Lloyd Jeffrey Mallan|Libertarian|2957
11/2/2010|HAWAII|FOR UNITED STATES SENATOR||Jeff Jarrett|Nonpartisan|2697
11/2/2010|HAWAII|FOR UNITED STATES REPRESENTATIVE|1|Charles Djou|Republican|82723
11/2/2010|HAWAII|FOR UNITED STATES REPRESENTATIVE|1|Colleen Hanabusa|Democrat|94140
11/2/2010|HAWAII|FOR UNITED STATES REPRESENTATIVE|2|John W. Willoughby|Republican|46404
11/2/2010|HAWAII|FOR UNITED STATES REPRESENTATIVE|2|Mazie K. Hirono|Democrat|132290
11/2/2010|HAWAII|FOR UNITED STATES REPRESENTATIVE|2|Pat Brock|Libertarian|3254
11/2/2010|HAWAII|FOR UNITED STATES REPRESENTATIVE|2|Andrew Vsevolod Von Sonn|Nonpartisan|1310
11/2/2010|IDAHO|FOR UNITED STATES SENATOR||Mike Crapo|Republican|319953
11/2/2010|IDAHO|FOR UNITED STATES SENATOR||P. Tom Sullivan|Democrat|112057
11/2/2010|IDAHO|FOR UNITED STATES SENATOR||Randy Lynn Bergquist|Constitution|17429
11/2/2010|IDAHO|FOR UNITED STATES SENATOR||Frederick R. Reinisch, Jr.|Write-in|91
11/2/2010|IDAHO|FOR UNITED STATES REPRESENTATIVE|1|Raul R. Labrador|Republican|126231
11/2/2010|IDAHO|FOR UNITED STATES REPRESENTATIVE|1|Walt Minnick|Democrat|102135
11/2/2010|IDAHO|FOR UNITED STATES REPRESENTATIVE|1|Dave Olson|Independent|14365
11/2/2010|IDAHO|FOR UNITED STATES REPRESENTATIVE|1|Mike Washburn|Libertarian|4696
11/2/2010|IDAHO|FOR UNITED STATES REPRESENTATIVE|2|Michael K. Simpson|Republican|137468
11/2/2010|IDAHO|FOR UNITED STATES REPRESENTATIVE|2|Mike Crawford|Democrat|48749
11/2/2010|IDAHO|FOR UNITED STATES REPRESENTATIVE|2|Brian Schad|Independent|13500
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Mark Steven Kirk|Republican|1778698
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Alexander "Alexi" Giannoulias|Democrat|1719478
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||LeAlan M. Jones|Green|117914
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Mike Labno|Libertarian|87247
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Robert L. "Bob" Zadek|Write-in|561
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Will Boyd|Write-in|468
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Corey Dabney|Write-in|33
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Susanne Atanus|Write-in|19
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Shon-Tiyon "Santiago" Horton|Write-in|16
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Avner Nager|Write-in|15
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Stan Jagla|Write-in|12
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Darren Raichart|Write-in|9
11/2/2010|ILLINOIS|FOR UNITED STATES SENATOR||Lowell M. Seida|Write-in|3
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|1|Raymond G. Wardingley|Republican|29253
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|1|Bobby L. Rush|Democrat|148170
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|1|Jeff Adams|Green|6963
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|2|Isaac C. Hayes|Republican|25883
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|2|Jesse L. Jackson, Jr.|Democrat|150666
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|2|Anthony W. Williams|Green|10564
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|3|Michael A. Bendas|Republican|40479
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|3|Daniel Lipinski|Democrat|116120
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|3|Laurel Lambert Schmidt|Green|10028
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|4|Israel Vasquez|Republican|11711
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|4|Luis V. Gutierrez|Democrat|63273
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|4|Robert J. Burns|Green|6808
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|5|David Ratowitz|Republican|38935
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|5|Mike Quigley|Democrat|108360
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|5|Matthew Reichel|Green|6140
